,ticker,group_code,company_name,company_short_name
775,MAC,HNXIndex,Công ty Cổ phần Cung ứng và Dịch vụ Kỹ thuật Hàng Hải,Cung ứng và Dịch vụ Kỹ thuật Hàng Hải
776,MA1,UpcomIndex,Công ty Cổ phần Thiết bị,MACHINCO1
777,MAS,HNXIndex,Công ty cổ phần Dịch vụ Hàng Không Sân Bay Đà Nẵng,Sân bay Đà Nẵng
778,MBB,VNINDEX,Ngân hàng Thương mại Cổ phần Quân đội,MBBank
779,MCC,HNXIndex,Công ty Cổ phần Gạch ngói cao cấp,Gạch ngói cao cấp
780,MCF,HNXIndex,Công ty Cổ phần Xây lắp Cơ khí và Lương thực Thực phẩm,Cơ khí và Lương thực Thực phẩm
781,MCG,VNINDEX,Công ty Cổ phần Năng lượng và Bất động sản MCG,Năng lượng và Bất động sản MCG
782,MCM,UpcomIndex,Công ty Cổ phần Giống bò sữa Mộc Châu,Giống bò sữa Mộc Châu
783,MCO,HNXIndex,Công ty Cổ phần Đầu tư và Xây dựng BDC Việt Nam,BDC Việt Nam
784,MCP,VNINDEX,Công ty Cổ phần In và Bao bì Mỹ Châu,In và Bao bì Mỹ Châu
785,MDA,UpcomIndex,Công ty Cổ phần Môi trường Đô thị Đông Anh,Môi trường Đô thị Đông Anh
786,MDC,HNXIndex,Công ty Cổ phần Than Mông Dương - Vinacomin,Than Mông Dương
787,MDF,UpcomIndex,Công ty Cổ phần Gỗ MDF VRG - Quảng Trị,Gỗ MDF VRG - Quảng Trị
788,MDG,VNINDEX,Công ty Cổ phần Miền Đông,Xây dựng Miền Đông
789,MEC,UpcomIndex,Công ty Cổ phần Cơ khí - Lắp máy Sông Đà,Lắp máy Sông Đà
790,MED,HNXIndex,Công ty Cổ phần Dược Trung ương Mediplantex,Dược Mediplantex
791,MEF,UpcomIndex,Công ty Cổ phần MEINFA,MEINFA
792,MEL,HNXIndex,Công ty Cổ phần Thép Mê Lin,Thép Mê Lin
793,MRF,UpcomIndex,Công ty Cổ phần MERUFA,Cao su y tế MERUFA
794,MES,UpcomIndex,Công ty Cổ phần Cơ điện Công trình,Cơ điện Công trình
795,MFS,UpcomIndex,Công ty Cổ phần Dịch vụ kỹ thuật Mobifone,Mobifone Service
796,MHC,VNINDEX,Công ty Cổ phần MHC,CTCP MHC
797,JOS,UpcomIndex,Công ty Cổ phần Chế biến Thủy sản Xuất khẩu Minh Hải,Thủy sản Minh Hải
798,MHL,HNXIndex,Công ty Cổ phần Minh Hữu Liên,Minh Hữu Liên
799,MIC,UpcomIndex,Công ty Cổ phần Kỹ nghệ Khoáng sản Quảng Nam,Khoáng sản Quảng Nam
800,MIE,UpcomIndex,Tổng Công ty Máy và Thiết bị Công nghiệp - CTCP,Máy và Thiết bị Công nghiệp
801,MIM,HNXIndex,Công ty Cổ phần Khoáng sản và Cơ khí,Khoáng sản và Cơ khí
802,MIG,VNINDEX,Tổng Công ty Cổ phần Bảo hiểm Quân đội,Bảo hiểm Quân đội
803,MTA,UpcomIndex,Tổng Công ty Khoáng sản và Thương mại Hà Tĩnh - Công ty Cổ phần,Khoáng sản và TM Hà Tĩnh
804,MLS,UpcomIndex,Công ty Cổ phần Chăn nuôi - Mitraco,Chăn nuôi Mitraco
805,MKP,UpcomIndex,Công ty Cổ phần Hóa - Dược phẩm Mekophar,Dược phẩm Mekophar
806,MKV,HNXIndex,Công ty Cổ phần Dược Thú Y Cai Lậy,Dược Thú Y Cai Lậy
807,MLC,UpcomIndex,Công ty Cổ phần Môi trường Đô thị Tỉnh Lào Cai,Môi trường Đô thị Tỉnh Lào Cai
808,MML,UpcomIndex,Công ty Cổ phần Masan MEATLife,Masan MEATLife
809,MPC,UpcomIndex,Công ty Cổ phần Tập đoàn Thủy sản Minh Phú,Thủy sản Minh Phú
810,MPT,UpcomIndex,Công ty Cổ phần Tập đoàn MPT,Tập đoàn MPT
811,MPY,UpcomIndex,Công ty Cổ phần Môi trường đô thị Phú Yên,Môi trường đô thị Phú Yên
812,MQB,UpcomIndex,Công ty Cổ phần Môi trường và Phát triển đô thị Quảng Bình,Môi trường và PT đô thị Quảng Bình
813,MSB,VNINDEX,Ngân hàng Thương mại Cổ phần Hàng Hải Việt Nam,MSB Bank
814,MCH,UpcomIndex,Công ty Cổ phần Hàng Tiêu Dùng MaSan,Hàng Tiêu Dùng MaSan
815,MSN,VNINDEX,Công ty Cổ phần Tập đoàn Masan,Tập đoàn Masan
816,MSR,UpcomIndex,Công ty Cổ phần Masan High-Tech Materials,Masan High-Tech Materials
817,MST,HNXIndex,Công ty Cổ phần Đầu tư MST,Đầu tư MST
818,MTC,UpcomIndex,Công ty Cổ phần Dịch vụ Du lịch Mỹ Trà,Dịch Vụ Du Lịch Mỹ Trà
819,MTG,UpcomIndex,Công ty Cổ phần MT Gas,MTGAS
820,MTH,UpcomIndex,Công ty Cổ phần Môi trường Đô thị Hà Đông,Môi trường Đô thị Hà Đông
821,MTL,UpcomIndex,Công ty Cổ phần Dịch vụ Môi trường Đô thị Từ Liêm,Môi trường Đô thị Từ Liêm
822,NAU,UpcomIndex,Công ty Cổ phần Môi trường và Công trình Đô thị Nghệ An,Công trình Đô thị Nghệ An
823,MTP,UpcomIndex,Công ty Cổ phần Dược Medipharco,Dược Medipharco
824,MWG,VNINDEX,Công ty Cổ phần Đầu tư Thế Giới Di Động,Thế giới di động
825,NAB,UpcomIndex,Ngân hàng Thương mại Cổ phần Nam Á,Ngân hàng Nam Á
826,NDP,UpcomIndex,Công ty Cổ phần Dược phẩm 2/9,Dược phẩm 2/9
827,NAF,VNINDEX,Công ty Cổ phần Nafoods Group,Nafoods Group
828,NAG,HNXIndex,Công ty Cổ phần Tập đoàn Nagakawa,Tập đoàn Nagakawa
829,NJC,UpcomIndex,Công ty Cổ phần May Nam Định,May Nam Định
830,NAC,UpcomIndex,Công ty Cổ phần Tư vấn Xây dựng Tổng hợp,Tư vấn xây dựng Tổng hợp
831,FHN,UpcomIndex,Công ty Cổ phần Xuất nhập khẩu Lương thực - Thực phẩm Hà Nội,XNK lương thực Hà Nội
832,NAP,HNXIndex,Công ty Cổ phần Cảng Nghệ Tĩnh,Cảng Nghệ Tĩnh
833,NTF,UpcomIndex,Công ty Cổ phần Dược - Vật tư y tế Nghệ An,Dược Nghệ An
834,BAB,HNXIndex,Ngân hàng Thương mại Cổ phần Bắc Á,Ngân hàng Bắc Á
835,NAS,UpcomIndex,Công ty Cổ phần Dịch vụ Hàng không Sân bay Nội Bài,DV Hàng không SB Nội Bài
836,NAV,VNINDEX,Công ty Cổ phần Nam Việt,Tấm lợp và gỗ Nam Việt
837,VET,UpcomIndex,Công ty Cổ phần Thuốc Thú y Trung ương NAVETCO,Thuốc thú y trung ương Navetco
838,NAW,UpcomIndex,Công ty Cổ phần Cấp nước Nghệ An,Cấp nước Nghệ An
839,NBB,VNINDEX,Công ty Cổ phần Đầu tư Năm Bảy Bảy,577 CORP
840,NBC,HNXIndex,Công ty Cổ phần Than Núi Béo - Vinacomin,Than Núi Béo
841,NBE,UpcomIndex,Công ty Cổ phần Sách và Thiết bị Giáo dục Miền Bắc,Sách và Thiết bị GD Miền Bắc
842,NBP,HNXIndex,Công ty Cổ phần Nhiệt Điện Ninh Bình,Nhiệt điện Ninh Bình
843,NBW,HNXIndex,Công ty Cổ phần Cấp nước Nhà Bè,Cấp nước Nhà Bè
844,NCS,UpcomIndex,Công ty Cổ phần Suất ăn Hàng không Nội Bài,Suất ăn Hàng không Nội Bài
845,NCT,VNINDEX,Công ty Cổ phần Dịch vụ Hàng hóa Nội Bài,DV Hàng hóa Nội Bài
846,ND2,UpcomIndex,Công ty Cổ phần Đầu tư và Phát triển điện Miền Bắc 2,Đầu tư và PT điện Miền Bắc 2
847,NDC,UpcomIndex,Công ty Cổ phần Nam Dược,Dược phẩm Nam Dược
848,MND,UpcomIndex,Công ty Cổ phần Môi trường Nam Định,Môi trường Nam Định
849,NDF,UpcomIndex,Công ty Cổ phần Chế biến thực phẩm nông sản xuất khẩu Nam Định,Nông sản XK Nam Định
850,HND,UpcomIndex,Công ty Cổ phần Nhiệt điện Hải Phòng,Nhiệt điện Hải Phòng
851,NDN,HNXIndex,Công ty Cổ phần Đầu tư Phát triển Nhà Đà Nẵng,PT Nhà Đà Nẵng
852,NDW,UpcomIndex,Công ty Cổ phần Cấp nước Nam Định,Cấp nước Nam Định
853,NDX,HNXIndex,Công ty Cổ phần Xây lắp Phát triển Nhà Đà Nẵng,Phát triển Nhà Đà Nẵng
854,NED,UpcomIndex,Công ty Cổ phần Đầu tư và Phát triển Điện Tây Bắc,Phát triển Điện Tây Bắc
855,NET,HNXIndex,Công ty Cổ phần Bột giặt Net,Bột giặt Net
856,NRC,HNXIndex,Công ty Cổ phần Tập đoàn Danh Khôi,Tập đoàn Danh Khôi
857,NFC,HNXIndex,Công ty Cổ phần Phân lân Ninh Bình,Phân lân Ninh Bình
858,NGC,UpcomIndex,Công ty Cổ phần Chế biến Thủy sản Xuất khẩu Ngô Quyền,Thủy sản Ngô Quyền
859,NHA,VNINDEX,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội,PT Nhà và Đô thị Nam HN
860,MNB,UpcomIndex,Tổng Công ty May Nhà Bè - Công ty Cổ phần,May Nhà Bè
861,VCE,UpcomIndex,Công ty Cổ phần Xây lắp Môi trường,Xây lắp Môi trường
862,NHC,HNXIndex,Công ty Cổ phần Gạch ngói Nhị Hiệp,Gạch ngói Nhị Hiệp
863,NHH,VNINDEX,Công ty Cổ phần Nhựa Hà Nội,Nhựa Hà Nội
864,VHM,VNINDEX,Công ty Cổ phần Vinhomes,Vinhomes
865,NHP,UpcomIndex,Công ty Cổ phần Sản xuất Xuất nhập khẩu NHP,Sản xuất XNK NHP
866,NHT,VNINDEX,Công ty Cổ phần Sản xuất và Thương mại Nam Hoa,Sản xuất và Thương mại Nam Hoa
867,NHV,UpcomIndex,Công ty Cổ phần Sức khỏe Hồi sinh Việt Nam,Đầu tư NHV
868,NKG,VNINDEX,Công ty Cổ phần Thép Nam Kim,Thép Nam Kim
869,NLG,VNINDEX,Công ty cổ phần Đầu tư Nam Long,BĐS Nam Long
870,NLS,UpcomIndex,Công ty Cổ phần Cấp thoát nước Lạng Sơn,Cấp thoát nước Lạng Sơn
871,NNC,VNINDEX,Công ty Cổ phần Đá Núi Nhỏ,Đá Núi Nhỏ
872,NNG,UpcomIndex,Công ty Cổ phần Công nghiệp - Dịch vụ - Thương mại Ngọc Nghĩa,CN - DV - TM Ngọc Nghĩa
873,NNT,UpcomIndex,Công ty Cổ phần Cấp nước Ninh Thuận,Cấp nước Ninh Thuận
874,NOS,UpcomIndex,Công ty Cổ phần Vận tải Biển và Thương mại Phương Đông,Vận tải Biển và Thương mại Phương Đông
875,NVL,VNINDEX,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,Đầu tư Địa ốc No Va (Novaland)
876,PMB,HNXIndex,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc,Phân bón và Hóa chất Dầu khí Miền Bắc
877,NQB,UpcomIndex,Công ty Cổ phần Cấp nước Quảng Bình,Cấp nước Quảng Bình
878,NQT,UpcomIndex,Công ty Cổ phần Nước sạch Quảng Trị,Nước sạch Quảng Trị
879,NS2,UpcomIndex,Công ty Cổ phần Nước sạch số 2 Hà Nội,Nước sạch số 2 Hà Nội
880,NSC,VNINDEX,Công ty Cổ phần Tập đoàn Giống cây trồng Việt Nam,Tập đoàn Giống cây trồng Việt Nam
881,PSH,VNINDEX,Công ty Cổ phần Thương mại Đầu tư Dầu khí Nam Sông Hậu,TMại ĐT Dầu khí Nam Sông Hậu
882,NST,HNXIndex,Công ty Cổ phần Ngân Sơn,Thuốc lá Ngân Sơn
883,NT2,VNINDEX,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,Điện lực Nhơn Trạch 2
884,NTB,UpcomIndex,Công ty Cổ phần Đầu tư Xây dựng và Khai thác Công trình giao thông 584,Công trình giao thông 584
885,NTC,UpcomIndex,Công ty Cổ phần Khu Công nghiệp Nam Tân Uyên,KCN Nam Tân Uyên
886,NTT,UpcomIndex,Công ty Cổ phần Dệt - May Nha Trang,Dệt - May Nha Trang
887,NTL,VNINDEX,Công ty Cổ phần Phát triển Đô thị Từ Liêm,Đô thị Từ Liêm
888,NTP,HNXIndex,Công ty Cổ phần Nhựa Thiếu niên Tiền Phong,Nhựa Tiền Phong
889,NUE,UpcomIndex,Công ty Cổ phần Môi trường Đô thị Nha Trang,Môi trường Đô thị Nha Trang
890,NTW,UpcomIndex,Công ty Cổ phần Cấp nước Nhơn Trạch,Cấp nước Nhơn Trạch
891,NVB,HNXIndex,Ngân hàng Thương mại Cổ phần Quốc Dân,Ngân hàng Quốc Dân
892,NVT,VNINDEX,Công ty Cổ phần Bất động sản Du lịch Ninh Vân Bay,Ninh Vân Bay
893,NWT,UpcomIndex,Công ty Cổ phần Vận tải Newway,Vận tải Newway
894,NXT,UpcomIndex,Công ty Cổ phần Sản xuất và Cung ứng vật liệu xây dựng Kon Tum,SX và Cung ứng VLXD Kon Tum
895,OCB,VNINDEX,Ngân hàng Thương mại Cổ phần Phương Đông,Ngân hàng Phương Đông
896,OCH,HNXIndex,Công ty Cổ phần One Capital Hospitality,Khách sạn và Dịch vụ OCH
897,EVS,HNXIndex,Công ty Cổ phần Chứng khoán Everest,Chứng khoán Everest
898,OGC,VNINDEX,Công ty Cổ phần Tập đoàn Đại Dương,Tập đoàn Đại Dương
899,TOW,UpcomIndex,Công ty Cổ phần Cấp nước Trà Nóc - Ô Môn,Cấp nước Trà Nóc - Ô Môn
900,ONE,HNXIndex,Công ty Cổ phần Truyền thông số 1,Truyền thông Số 1
901,ONW,UpcomIndex,Công ty Cổ phần Dịch vụ Một Thế giới,Dịch vụ Một Thế giới
902,OPC,VNINDEX,Công ty Cổ phần Dược Phẩm OPC,Dược phẩm OPC
903,ORS,VNINDEX,Công ty Cổ phần Chứng khoán Tiên Phong,Chứng khoán Tiên Phong
904,PAC,VNINDEX,Công ty Cổ phần Pin Ắc quy Miền Nam,Pin Ắc quy Miền Nam
905,PAI,UpcomIndex,"Công ty Cổ phần Công nghê thông tin, Viễn thông và Tự động hóa Dầu khí","CNTT, VT và Tự động hóa Dầu khí - PAIC"
906,PAN,VNINDEX,Công ty Cổ phần Tập đoàn PAN,Tập đoàn PAN
907,PAP,UpcomIndex,Công ty Cổ phần Dầu khí đầu tư khai thác Cảng Phước An,Cảng Phước An
908,PAS,UpcomIndex,Công ty Cổ phần Quốc tế Phương Anh,Quốc tế Phương Anh
909,PBP,HNXIndex,Công ty Cổ phần Bao bì Dầu khí Việt Nam,Bao bì Dầu khí VN
